,tweet,subtask_a
11046, you keep telling this lie i think you liberals believe yourselves focusing on those who need t most yet you have how many million sitting in the veterans budget with no intention of funding them,OFF
11047, zimmerman belongs in prison for killing travon martin florida needs to change its gun control laws,OFF
11048, i was at the laundromat just reading his comments last night he was basically saying porch monkey was a term used years ago and “liberals” made it into a racist thing and it all just snowballed from there lol,NOT
11049, liberals sure love to spend other people's money  hope and change really works well for the obamas who are multi millionaires their fortunes have really changed for the better  if liberals have any brain cells left they'd vote for president trump ,OFF
11050, these are sick ass people ,OFF
11051, i’m sure the air that he is breathing is also bad,OFF
11052, juan williams just called diamond and silk a minstrel show you know what to do,NOT
11053, where can we see where you stand on the issues border wall gun control abortion if you will support president trump and his agenda,NOT
11054, in exactly the way defends pedophelia politicized science antifa riots because they further the cause one manentitytotally in charge of the whole world superstitious,NOT
11055, exactly i haven’t watched in two years and i refuse to as a former fan i think jerry jones is a disgrace to the people who have helped make him as rich as he is,OFF
11056, that’s the most nonsense i’ve seen in one tweet ever,NOT
11057, what will german’s will give us gun control ,OFF
11058, kate gun safety is just a code word for gun control there isn't anything safe about gun control it just limits law abiding citizens law breakers ignore all laws wake up you folks in mn need to get off the liberal wagon vote for patriots only  vote red ,OFF
11059, you are under a delusion if you think calling hrc backers idiots is attacking the messenger they are not the messengers they are the ones that signed for and took delivery of the message but that was packaged and sent by the dnc,OFF
11060, reputation reputation she schitt her reputation away by being an antifa activist just like good old vilenin said  a scoundrel may be useful because they are a scoundrel,OFF
11061, hi guy fieri i like cool person you are down to earth i love your shows i love your red car i love classic cars,NOT
11062, no he's anti antifa that means he dosn't like domestic terrorists you probably watch cnn you should stop for a will to let the mind control wear off,NOT
11063, watch me catching a plane to hungary only to beat your ass,OFF
11064, that's the biggest worry never seen such attacks on the press i will say it until i am blue in the face if we lose the freedom of the press we all lose if you repeat a lie long enough people will believe it keep on doing what you are doing don't let them win,NOT
11065, no just imagining if we found a picture of bret holding a woman like this liberals will go insane,OFF
11066, they know this is not admissible so they are attempting to contaminate the jury they are working overtime to ensure she is found not guilty,NOT
11067, ciara has stopped me from doing so much dumb ass shit god bless that woman,OFF
11068, shit come on unc,NOT
11069, aaron finding the sending if a locomotive funny he is aware it symbolises the trains jews were sent to their deaths on,OFF
11070, you voted to trigger article  you are complicit,OFF
11071, hero leader ,NOT
11072,are all the republiklan maga wearing traitors going to dig through their childhood toy chest just to post videos of burning amp dolls ,OFF
11073, i can tell you are lying because her lips are moving to think i voted for you and your lies what a mug the conservatives will never receive my vote again,NOT
11074, don’t forget antifa amp southern poverty smear center,NOT
11075, liberals complain of not having time to evaluate records but they sit on an anonymous letter for weeks and wait like a criminal to assassinate the character of a good man at the enddespicable ,OFF
11076, jesus christ liberals start young with their brainwashing,OFF
11077, don’t watch moron movies,OFF
11078, funny how he believes antifa is a thing but calls himself reality checks ,NOT
11079, liberals always find a new low to achieve,NOT
11080, vote for ted cruz ,NOT
